14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-17-116-006-0000,5721,S,ASHLAND,AVE,2835,16,WEST ENGLEWOOD,PD 1142,63rd/Ashland,"5721 S ASHLAND AVE
CHICAGO, IL
(41.789676, -87.664398)"
20-17-103-009-0000,5519,S,BISHOP,ST,2996,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5519 S BISHOP ST
CHICAGO, IL
(41.792998, -87.660909)"
20-19-410-040-0000,1848,W,69TH,ST,3124,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1848 W 69TH ST
CHICAGO, IL
(41.768474, -87.670695)"
20-18-426-039-0000,1846,W,63,ST,3002,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1846 W 63 ST
CHICAGO, IL
(41.779409, -87.670537)"
20-17-102-026-0000,5524,S,BISHOP,ST,3095,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5524 S BISHOP ST
CHICAGO, IL
(41.792931, -87.660906)"
20-17-110-021-0000,1458,W,57TH,ST,2419,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1458 W 57TH ST
CHICAGO, IL
(41.79045, -87.661899)"
20-19-412-042-0000,1742,W,69TH,ST,3123,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1742 W 69TH ST
CHICAGO, IL
(41.768507, -87.668027)"
20-19-401-006-0000,1909,W,MARQUETTE,RD,3124,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1909 W MARQUETTE RD
CHICAGO, IL
(41.772106, -87.671735)"
20-19-211-041-0000,6448,S,WOOD,ST,4913,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6448 S WOOD ST
CHICAGO, IL
(41.776248, -87.668978)"
20-17-400-002-0000,1153,W,59TH,ST,3001,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1153 W 59TH ST
CHICAGO, IL
(41.786908, -87.654383)"
20-18-425-018-0000,6200,S,WOLCOTT,AVE,3050,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6200 S WOLCOTT AVE
CHICAGO, IL
(41.78096, -87.671529)"
20-19-105-044-0000,2107,W,63RD,ST,3244,16,WEST ENGLEWOOD,RT-4A,63rd/Ashland,"2107 W 63RD ST
CHICAGO, IL
(41.779279, -87.676799)"
20-17-128-014-0000,1346,W,59TH,ST,3326,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"1346 W 59TH ST
CHICAGO, IL
(41.786855, -87.65889)"
20-17-100-011-0000,5539,S,ASHLAND,AVE,2796,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5539 S ASHLAND AVE
CHICAGO, IL
(41.79245, -87.664456)"
20-30-209-015-0000,7237,S,WINCHESTER,,3126,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7237 S WINCHESTER
CHICAGO, IL
(41.762333, -87.672269)"
20-20-111-011-0000,6425,S,BISHOP,ST,3099,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6425 S BISHOP ST
CHICAGO, IL
(41.776935, -87.660519)"
20-29-133-002-0000,1279,W,74TH,PL,3339,17,WEST ENGLEWOOD,RS-2,79th Street Corridor,"1279 W 74TH PL
CHICAGO, IL
(41.758648, -87.65688)"
20-20-310-021-0000,6806,S,BISHOP,,3130,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6806 S BISHOP
CHICAGO, IL
(41.770319, -87.66034)"
20-19-429-015-0000,7039,S,HERMITAGE,,3138,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7039 S HERMITAGE
CHICAGO, IL
(41.765783, -87.667484)"
20-20-102-040-0000,6348,S,BISHOP,ST,3115,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6348 S BISHOP ST
CHICAGO, IL
(41.77816, -87.660565)"
20-17-112-030-0000,5614,S,ADA,ST,3111,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5614 S ADA ST
CHICAGO, IL
(41.791836, -87.658449)"
20-20-316-040-0000,6950,S,JUSTINE,ST,3014,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6950 S JUSTINE ST
CHICAGO, IL
(41.76711, -87.662691)"
20-17-400-023-0000,5943,S,RACINE,AVE,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5943 S RACINE AVE
CHICAGO, IL
(41.785569, -87.654677)"
20-18-217-034-0000,5740,S,WOLCOTT,AVE,3719,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5740 S WOLCOTT AVE
CHICAGO, IL
(41.789102, -87.67173)"
20-29-216-008-0000,7321,S,RACINE,AVE,3101,17,ENGLEWOOD,B1-1,NOT IN TIF,"7321 S RACINE AVE
CHICAGO, IL
(41.760744, -87.654013)"
20-20-117-001-0000,1519,W,66TH,ST,3777,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1519 W 66TH ST
CHICAGO, IL
(41.774036, -87.662426)"
20-20-105-030-0000,1301,W,63RD,ST,17473,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1301 W 63RD ST
CHICAGO, IL
(41.779577, -87.657284)"
20-29-109-024-0000,1223,W,71ST,PL,3140,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1223 W 71ST PL
CHICAGO, IL
(41.764127, -87.655037)"
20-19-229-030-0000,6628,S,PAULINA,ST,3688,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6628 S PAULINA ST
CHICAGO, IL
(41.773103, -87.666539)"
20-17-126-033-0000,1436,W,59TH,ST,2735,16,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1436 W 59TH ST
CHICAGO, IL
(41.786824, -87.661005)"
20-18-217-024-0000,5710,S,WOLCOTT,,3720,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5710 S WOLCOTT
CHICAGO, IL
(41.790114, -87.671764)"
20-20-321-034-0000,6928,S,THROOP,ST,3072,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6928 S THROOP ST
CHICAGO, IL
(41.767795, -87.65662)"
20-20-108-034-0000,6428,S,JUSTINE,ST,3102,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6428 S JUSTINE ST
CHICAGO, IL
(41.776866, -87.662925)"
20-17-103-011-0000,5525,S,BISHOP,ST,3123,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5525 S BISHOP ST
CHICAGO, IL
(41.792854, -87.660903)"
20-19-226-031-0000,6640,S,HONORE,ST,3069,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6640 S HONORE ST
CHICAGO, IL
(41.772766, -87.67012)"
20-20-319-007-0000,1411,W,69TH,ST,3126,6,WEST ENGLEWOOD,RS-3,67th/Wentworth,"1411 W 69TH ST
CHICAGO, IL
(41.768622, -87.659531)"
20-29-104-022-0000,1231,W,71ST,ST,3104,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1231 W 71ST ST
CHICAGO, IL
(41.765045, -87.655405)"
20-19-336-037-0000,2022,W,70TH,PL,3110,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2022 W 70TH PL
CHICAGO, IL
(41.765697, -87.674107)"
20-19-223-033-0000,6530,S,ASHLAND,AVE,3081,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6530 S ASHLAND AVE
CHICAGO, IL
(41.775281, -87.6642)"
20-19-425-028-0000,7012,S,WOLCOTT,AVE,3117,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7012 S WOLCOTT AVE
CHICAGO, IL
(41.766177, -87.671139)"
20-19-202-006-0000,1843,W,63RD,ST,3545,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1843 W 63RD ST
CHICAGO, IL
(41.779318, -87.67082)"
20-18-212-023-0000,5602,S,HERMITAGE,,3127,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5602 S HERMITAGE
CHICAGO, IL
(41.792167, -87.668149)"
20-17-408-001-0000,6003,S,RACINE,AVE,6024,16,ENGLEWOOD,B1-1,Englewood Neighborhood,"6003 S RACINE AVE
CHICAGO, IL
(41.785038, -87.654662)"
20-19-207-007-0000,6333,S,MARSHFIELD,AVE,6165,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6333 S MARSHFIELD AVE
CHICAGO, IL
(41.778373, -87.665452)"
20-17-122-032-0000,5720,S,ELIZABETH,ST,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5720 S ELIZABETH ST
CHICAGO, IL
(41.790155, -87.655956)"
20-18-212-034-0000,5628,S,HERMITAGE,,3124,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5628 S HERMITAGE
CHICAGO, IL
(41.791674, -87.66814)"
20-17-108-029-0000,5618,S,JUSTINE,ST,3087,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5618 S JUSTINE ST
CHICAGO, IL
(41.791679, -87.663252)"
20-17-305-022-0000,5945,S,ADA,ST,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5945 S ADA ST
CHICAGO, IL
(41.786032, -87.658321)"
20-17-320-015-0000,6125,S,LOOMIS,,2906,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6125 S LOOMIS
CHICAGO, IL
(41.782346, -87.659439)"
20-20-111-014-0000,6433,S,BISHOP,ST,3103,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6433 S BISHOP ST
CHICAGO, IL
(41.776721, -87.660511)"
20-18-403-038-0000,5940,S,WOOD,ST,2984,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5940 S WOOD ST
CHICAGO, IL
(41.785439, -87.669195)"
20-29-115-009-0000,7253,S,ASHLAND,AVE,2725,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"7253 S ASHLAND AVE
CHICAGO, IL
(41.761914, -87.663648)"
20-19-422-032-0000,6924,S,MARSHFIELD,AVE,3054,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6924 S MARSHFIELD AVE
CHICAGO, IL
(41.767671, -87.665119)"
20-20-116-001-0000,6601,S,ASHLAND,AVE,9014,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6601 S ASHLAND AVE
CHICAGO, IL
(41.773754, -87.664008)"
20-19-416-043-0000,1955,W,69TH,ST,9911,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1955 W 69TH ST
CHICAGO, IL
(41.76844, -87.672871)"
20-19-412-040-0000,1746,W,69TH,ST,3128,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1746 W 69TH ST
CHICAGO, IL
(41.768508, -87.667798)"
20-18-106-023-0000,5516,S,DAMEN,AVE,3121,15,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5516 S DAMEN AVE
CHICAGO, IL
(41.792979, -87.674269)"
20-19-422-031-0000,6922,S,MARSHFIELD,AVE,3052,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6922 S MARSHFIELD AVE
CHICAGO, IL
(41.767746, -87.66512)"
20-29-126-024-0000,1450,W,74TH,ST,3615,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1450 W 74TH ST
CHICAGO, IL
(41.759494, -87.660802)"
20-18-426-045-0000,1834,W,63RD,ST,2951,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1834 W 63RD ST
CHICAGO, IL
(41.77941, -87.670449)"
20-18-220-038-0000,5744,S,HERMITAGE,AVE,3123,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5744 S HERMITAGE AVE
CHICAGO, IL
(41.789112, -87.668084)"
20-17-122-016-0000,5741,S,THROOP,ST,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5741 S THROOP ST
CHICAGO, IL
(41.789315, -87.657169)"
20-17-101-029-0000,5538,S,LAFLIN,ST,3074,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5538 S LAFLIN ST
CHICAGO, IL
(41.792582, -87.662042)"
20-19-223-032-0000,6528,S,ASHLAND,AVE,3086,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6528 S ASHLAND AVE
CHICAGO, IL
(41.774792, -87.664183)"
20-18-225-033-0000,1908,W,59TH,ST,3126,15,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1908 W 59TH ST
CHICAGO, IL
(41.786677, -87.672109)"
20-18-404-012-0000,5919,S,WOOD,ST,3109,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5919 S WOOD ST
CHICAGO, IL
(41.786102, -87.669211)"
20-17-328-043-0000,1400,W,63RD,ST,3013,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1400 W 63RD ST
CHICAGO, IL
(41.779551, -87.659516)"
20-20-311-034-0000,6844,S,LOOMIS,BLVD,3123,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6844 S LOOMIS BLVD
CHICAGO, IL
(41.769131, -87.659089)"
20-20-323-033-0000,6948,S,RACINE,AVE,3094,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6948 S RACINE AVE
CHICAGO, IL
(41.767195, -87.654191)"
20-18-406-034-0000,5928,S,MARSHFIELD,AVE,3120,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5928 S MARSHFIELD AVE
CHICAGO, IL
(41.785874, -87.665559)"
20-18-431-012-0000,6231,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6231 S MARSHFIELD AVE
CHICAGO, IL
(41.780287, -87.665468)"
20-19-206-006-0000,1645,W,63RD,ST,3241,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1645 W 63RD ST
CHICAGO, IL
(41.779442, -87.666093)"
20-17-109-014-0000,5637,S,JUSTINE,ST,3076,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5637 S JUSTINE ST
CHICAGO, IL
(41.79114, -87.663246)"
20-19-212-013-0000,6439,S,WOOD,ST,3714,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6439 S WOOD ST
CHICAGO, IL
(41.776426, -87.668983)"
20-19-406-021-0000,6745,S,PAULINA,ST,3077,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6745 S PAULINA ST
CHICAGO, IL
(41.770808, -87.666424)"
20-17-109-025-0000,5606,S,LAFLIN,,3062,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5606 S LAFLIN
CHICAGO, IL
(41.792124, -87.662037)"
20-20-314-014-0000,6837,S,THROOP,,4197,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6837 S THROOP
CHICAGO, IL
(41.769176, -87.656654)"
20-17-105-013-0000,5527,S,ADA,ST,3116,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5527 S ADA ST
CHICAGO, IL
(41.792895, -87.658476)"
20-17-128-008-0000,5830,S,ADA,ST,16628,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"5830 S ADA ST
CHICAGO, IL
(41.787474, -87.658328)"
20-29-104-021-0000,1231,W,71ST,ST,3101,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1231 W 71ST ST
CHICAGO, IL
(41.765045, -87.655405)"
20-18-405-020-0000,5941,S,HERMITAGE,AVE,4142,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5941 S HERMITAGE AVE
CHICAGO, IL
(41.785514, -87.667992)"
20-18-111-039-0000,5658,S,SEELEY,,4159,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5658 S SEELEY
CHICAGO, IL
(41.79104, -87.675445)"
20-19-422-002-0000,1655,W,69TH,ST,3121,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1655 W 69TH ST
CHICAGO, IL
(41.768529, -87.666062)"
20-17-110-019-0000,5647,S,LAFLIN,ST,3087,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5647 S LAFLIN ST
CHICAGO, IL
(41.79088, -87.662024)"
20-18-215-040-0000,5650,S,ASHLAND,AVE,2903,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5650 S ASHLAND AVE
CHICAGO, IL
(41.790711, -87.664582)"
20-19-215-034-0000,6448,S,ASHLAND,AVE,3084,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6448 S ASHLAND AVE
CHICAGO, IL
(41.776219, -87.664229)"
20-17-125-016-0000,5802,S,LAFLIN,ST,8691,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5802 S LAFLIN ST
CHICAGO, IL
(41.788414, -87.661982)"
20-19-220-033-0000,6540,S,HERMITAGE,,3716,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6540 S HERMITAGE
CHICAGO, IL
(41.775051, -87.667767)"
20-18-401-038-0000,5936,S,WOLCOTT,,2980,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5936 S WOLCOTT
CHICAGO, IL
(41.785617, -87.671639)"
20-17-321-006-0000,1313,W,61ST,,2993,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1313 W 61ST
CHICAGO, IL
(41.783219, -87.657657)"
20-18-431-015-0000,6239,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6239 S MARSHFIELD AVE
CHICAGO, IL
(41.780084, -87.665462)"
20-17-328-040-0000,1412,W,63RD,ST,2891,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1412 W 63RD ST
CHICAGO, IL
(41.779544, -87.659976)"
20-19-417-022-0000,6959,S,WINCHESTER,AVE,3053,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6959 S WINCHESTER AVE
CHICAGO, IL
(41.766854, -87.672339)"
20-17-118-020-0000,5751,S,LAFLIN,ST,3091,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5751 S LAFLIN ST
CHICAGO, IL
(41.788958, -87.662003)"
20-19-430-020-0000,7002,S,MARSHFIELD,AVE,3118,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7002 S MARSHFIELD AVE
CHICAGO, IL
(41.766524, -87.665101)"
20-20-314-032-0000,6830,S,ELIZABETH,ST,3099,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6830 S ELIZABETH ST
CHICAGO, IL
(41.769555, -87.655456)"
20-19-128-029-0000,6618,S,SEELEY,,3137,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6618 S SEELEY
CHICAGO, IL
(41.773544, -87.674962)"
20-18-410-016-0000,6041,S,WOLCOTT,AVE,3106,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6041 S WOLCOTT AVE
CHICAGO, IL
(41.783629, -87.671607)"
20-17-332-028-0000,1226,W,63RD,ST,3083,16,WEST ENGLEWOOD,C1-2,NOT IN TIF,"1226 W 63RD ST
CHICAGO, IL
(41.779601, -87.6556)"
20-20-303-023-0000,6747,S,BISHOP,ST,3111,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6747 S BISHOP ST
CHICAGO, IL
(41.770826, -87.66036)"
20-19-419-011-0000,1801,W,69TH,ST,3132,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1801 W 69TH ST
CHICAGO, IL
(41.768505, -87.66885)"
20-18-226-029-0000,1858,W,59,ST,4048,15,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1858 W 59 ST
CHICAGO, IL
(41.786687, -87.67089)"
20-18-426-033-0000,6240,S,HONORE,ST,3104,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6240 S HONORE ST
CHICAGO, IL
(41.77998, -87.67028)"
20-18-426-015-0000,6239,S,WOLCOTT,AVE,3101,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6239 S WOLCOTT AVE
CHICAGO, IL
(41.780042, -87.671499)"
20-19-402-039-0000,6740,S,HONORE,ST,3125,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6740 S HONORE ST
CHICAGO, IL
(41.770912, -87.670055)"
20-29-119-033-0000,1260,W,73RD,ST,3125,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1260 W 73RD ST
CHICAGO, IL
(41.761394, -87.656427)"
20-18-409-012-0000,6029,S,WINCHESTER,AVE,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6029 S WINCHESTER AVE
CHICAGO, IL
(41.783917, -87.672813)"
20-19-106-025-0000,6351,S,HOYNE,AVE,3156,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6351 S HOYNE AVE
CHICAGO, IL
(41.777725, -87.676294)"
20-19-426-025-0000,7000,S,HONORE,,3116,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7000 S HONORE
CHICAGO, IL
(41.766671, -87.669931)"
20-17-408-040-0000,1152,W,61ST,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1152 W 61ST ST
CHICAGO, IL
(41.783274, -87.654249)"
20-19-410-008-0000,6819,S,WOLCOTT,AVE,3114,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6819 S WOLCOTT AVE
CHICAGO, IL
(41.769657, -87.671238)"
20-19-327-021-0000,2009,W,69TH,ST,2146,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"2009 W 69TH ST
CHICAGO, IL
(41.768434, -87.673923)"
20-19-422-030-0000,6920,S,MARSHFIELD,AVE,3054,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6920 S MARSHFIELD AVE
CHICAGO, IL
(41.767813, -87.665121)"
20-20-116-006-0000,6627,S,ASHLAND,AVE,5679,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6627 S ASHLAND AVE
CHICAGO, IL
(41.773069, -87.663988)"
20-18-427-008-0000,6221,S,HONORE,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6221 S HONORE ST
CHICAGO, IL
(41.780525, -87.6703)"
20-18-212-022-0000,1743,W,56TH,ST,3122,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1743 W 56TH ST
CHICAGO, IL
(41.792203, -87.668367)"
20-18-112-018-0000,5602,S,DAMEN,AVE,3003,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5602 S DAMEN AVE
CHICAGO, IL
(41.791907, -87.674237)"
20-20-101-003-0000,1515,W,63RD,ST,3124,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1515 W 63RD ST
CHICAGO, IL
(41.779507, -87.662411)"
20-18-431-002-0000,6205,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6205 S MARSHFIELD AVE
CHICAGO, IL
(41.780975, -87.665487)"
20-20-317-002-0000,1521,W,69TH,ST,3122,16,WEST ENGLEWOOD,RS-3,67th/Wentworth,"1521 W 69TH ST
CHICAGO, IL
(41.768583, -87.662252)"
20-18-431-004-0000,6209,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6209 S MARSHFIELD AVE
CHICAGO, IL
(41.780843, -87.665483)"
20-18-424-033-0000,1946,W,63,ST,3001,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1946 W 63 ST
CHICAGO, IL
(41.779318, -87.672993)"
20-18-402-040-0000,5942,S,HONORE,AVE,2985,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5942 S HONORE AVE
CHICAGO, IL
(41.785918, -87.670424)"
20-19-211-024-0000,6404,S,WOOD,ST,3068,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6404 S WOOD ST
CHICAGO, IL
(41.777449, -87.669013)"
20-20-105-001-0000,1323,W,63RD,ST,3124,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1323 W 63RD ST
CHICAGO, IL
(41.779568, -87.657944)"
20-20-116-002-0000,6609,S,ASHLAND,AVE,2837,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6609 S ASHLAND AVE
CHICAGO, IL
(41.773624, -87.664004)"
20-20-315-029-0000,6822,S,RACINE,AVE,3100,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6822 S RACINE AVE
CHICAGO, IL
(41.769767, -87.654253)"
20-18-225-035-0000,1902,W,59TH,ST,3126,15,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1902 W 59TH ST
CHICAGO, IL
(41.786679, -87.671934)"
20-19-327-018-0000,2015,W,69TH,ST,6228,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"2015 W 69TH ST
CHICAGO, IL
(41.768435, -87.674201)"
20-17-224-031-0000,5807,S,RACINE,AVE,24496,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5807 S RACINE AVE
CHICAGO, IL
(41.788162, -87.654716)"
20-19-421-010-0000,1701,W,69TH,ST,4109,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1701 W 69TH ST
CHICAGO, IL
(41.768522, -87.666567)"
20-30-214-036-0000,7230,S,MARSHFIELD,,3118,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7230 S MARSHFIELD
CHICAGO, IL
(41.762521, -87.664988)"
20-17-129-013-0000,5826,S,THROOP,ST,19764,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"5826 S THROOP ST
CHICAGO, IL
(41.787492, -87.657144)"
20-18-420-047-0000,6156,S,HERMITAGE,,3101,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6156 S HERMITAGE
CHICAGO, IL
(41.781914, -87.667899)"
20-18-229-011-0000,5804,S,PAULINA,ST,3118,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5804 S PAULINA ST
CHICAGO, IL
(41.788223, -87.666843)"
20-18-403-037-0000,5938,S,WOOD,ST,2984,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5938 S WOOD ST
CHICAGO, IL
(41.785517, -87.669197)"
20-18-404-027-0000,5955,S,WOOD,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5955 S WOOD ST
CHICAGO, IL
(41.785088, -87.669186)"
20-17-312-044-0000,1336,W,61ST,ST,2713,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1336 W 61ST ST
CHICAGO, IL
(41.783192, -87.658467)"
20-19-203-027-0000,6324,S,WOOD,ST,3064,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6324 S WOOD ST
CHICAGO, IL
(41.778656, -87.669049)"
20-18-428-030-0000,6240,S,HERMITAGE,AVE,3099,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6240 S HERMITAGE AVE
CHICAGO, IL
(41.779979, -87.667859)"
20-19-112-029-0000,6416,S,HOYNE,AVE,3145,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6416 S HOYNE AVE
CHICAGO, IL
(41.776894, -87.676274)"
20-20-115-036-0000,6530,S,LOOMIS,BLVD,3102,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6530 S LOOMIS BLVD
CHICAGO, IL
(41.774982, -87.659251)"
20-20-117-002-0000,1519,W,66TH,ST,3098,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1519 W 66TH ST
CHICAGO, IL
(41.774036, -87.662426)"
20-20-400-013-0000,6729,S,RACINE,AVE,2991,16,ENGLEWOOD,RS-3,NOT IN TIF,"6729 S RACINE AVE
CHICAGO, IL
(41.771428, -87.654299)"
20-20-321-021-0000,6951,S,ADA,ST,3110,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6951 S ADA ST
CHICAGO, IL
(41.767139, -87.657799)"
20-18-429-041-0000,1706,W,63RD,ST,3127,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1706 W 63RD ST
CHICAGO, IL
(41.779474, -87.66692)"
20-19-402-023-0000,6745,S,WOLCOTT,AVE,3123,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6745 S WOLCOTT AVE
CHICAGO, IL
(41.770767, -87.671275)"
20-18-427-010-0000,6227,S,HONORE,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6227 S HONORE ST
CHICAGO, IL
(41.78035, -87.670293)"
