14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-29-215-008-0000,7221,S,GREEN,ST,3000,6,ENGLEWOOD,RS-3,NOT IN TIF,"7221 S GREEN ST
CHICAGO, IL
(41.762746, -87.645563)"
20-21-420-043-0000,327,W,70TH,PL,6793,6,GREATER GRAND CROSSING,C2-1,67th/Wentworth,"327 W 70TH PL
CHICAGO, IL
(41.766298, -87.633341)"
20-17-211-033-0000,5626,S,MORGAN,ST,3761,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5626 S MORGAN ST
CHICAGO, IL
(41.791662, -87.649943)"
20-16-405-016-0000,5931,S,LA SALLE,ST,3285,20,ENGLEWOOD,RS-3,Washington Park,"5931 S LA SALLE ST
CHICAGO, IL
(41.786357, -87.629059)"
20-17-414-014-0000,6033,S,PEORIA,ST,2976,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6033 S PEORIA ST
CHICAGO, IL
(41.784128, -87.647312)"
20-28-107-009-0000,7129,S,EGGLESTON,,4024,6,ENGLEWOOD,RT-4,67th/Wentworth,"7129 S EGGLESTON
CHICAGO, IL
(41.764828, -87.635883)"
20-16-200-005-0000,5523,S,STEWART,AVE,2930,3,ENGLEWOOD,RS-3,NOT IN TIF,"5523 S STEWART AVE
CHICAGO, IL
(41.793413, -87.635584)"
20-21-114-016-0000,6447,S,EGGLESTON,AVE,2372,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6447 S EGGLESTON AVE
CHICAGO, IL
(41.776623, -87.636221)"
20-16-321-033-0000,669,W,62ND,ST,552,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"669 W 62ND ST
CHICAGO, IL
(41.781619, -87.6417)"
20-16-101-043-0000,5520,S,UNION,AVE,6288,20,ENGLEWOOD,RS-3,NOT IN TIF,"5520 S UNION AVE
CHICAGO, IL
(41.793253, -87.642691)"
20-21-125-020-0000,6612,S,LOWE,AVE,2220,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6612 S LOWE AVE
CHICAGO, IL
(41.773912, -87.640711)"
20-17-425-030-0000,6236,S,ABERDEEN,ST,3115,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6236 S ABERDEEN ST
CHICAGO, IL
(41.780382, -87.652105)"
20-21-126-039-0000,6600,S,PARNELL,AVE,4954,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6600 S PARNELL AVE
CHICAGO, IL
(41.774166, -87.638785)"
20-21-309-010-0000,6830,S,PARNELL,AVE,4515,6,ENGLEWOOD,RT-4,67th/Wentworth,"6830 S PARNELL AVE
CHICAGO, IL
(41.770208, -87.638671)"
20-20-401-029-0000,6710,S,ABERDEEN,ST,2360,16,ENGLEWOOD,RS-3,NOT IN TIF,"6710 S ABERDEEN ST
CHICAGO, IL
(41.771938, -87.651898)"
20-17-407-027-0000,5938,S,HALSTED,ST,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5938 S HALSTED ST
CHICAGO, IL
(41.785832, -87.645046)"
20-28-117-015-0000,7352,S,STEWART,,3356,6,ENGLEWOOD,RT-4,NOT IN TIF,"7352 S STEWART
CHICAGO, IL
(41.760761, -87.634567)"
20-17-217-028-0000,5702,S,ABERDEEN,,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5702 S ABERDEEN
CHICAGO, IL
(41.790552, -87.652359)"
20-28-208-001-0000,7201,S,STEWART,AVE,18604,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7201 S STEWART AVE
CHICAGO, IL
(41.763552, -87.634454)"
20-17-415-031-0000,6050,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6050 S HALSTED ST
CHICAGO, IL
(41.783631, -87.644984)"
20-17-426-013-0000,6235,S,ABERDEEN,ST,3095,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6235 S ABERDEEN ST
CHICAGO, IL
(41.780435, -87.652107)"
20-20-219-041-0000,6522,S,MORGAN,ST,3142,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6522 S MORGAN ST
CHICAGO, IL
(41.775205, -87.649539)"
20-20-407-042-0000,6754,S,HALSTED,ST,3008,6,ENGLEWOOD,B3-2,67th/Wentworth,"6754 S HALSTED ST
CHICAGO, IL
(41.770902, -87.644572)"
20-20-219-029-0000,6518,S,MORGAN,ST,3137,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6518 S MORGAN ST
CHICAGO, IL
(41.775351, -87.649543)"
20-17-402-038-0000,5936,S,CARPENTER,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5936 S CARPENTER ST
CHICAGO, IL
(41.78586, -87.651036)"
20-16-218-048-0000,5826,S,LA SALLE,ST,3377,20,ENGLEWOOD,RS-3,Washington Park,"5826 S LA SALLE ST
CHICAGO, IL
(41.788302, -87.629124)"
20-21-315-004-0000,6905,S,UNION,AVE,3150,6,ENGLEWOOD,RS-3,67th/Wentworth,"6905 S UNION AVE
CHICAGO, IL
(41.768589, -87.642055)"
20-17-407-031-0000,5946,S,HALSTED,,2926,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5946 S HALSTED
CHICAGO, IL
(41.785995, -87.645052)"
20-16-300-002-0000,5901,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5901 S HALSTED
CHICAGO, IL
(41.787057, -87.645034)"
20-16-321-005-0000,6217,S,HALSTED,ST,3583,16,ENGLEWOOD,PD 560,Englewood Mall,"6217 S HALSTED ST
CHICAGO, IL
(41.78094, -87.644757)"
20-17-425-039-0000,1110,W,63,ST,3874,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1110 W 63 ST
CHICAGO, IL
(41.779646, -87.652466)"
20-20-219-026-0000,6512,S,MORGAN,ST,4710,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6512 S MORGAN ST
CHICAGO, IL
(41.775825, -87.649557)"
20-20-224-034-0000,1152,W,MARQUETTE,RD,3259,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1152 W MARQUETTE RD
CHICAGO, IL
(41.772354, -87.654008)"
20-16-300-013-0000,5937,S,HALSTED,ST,3036,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5937 S HALSTED ST
CHICAGO, IL
(41.785742, -87.64491)"
20-17-429-030-0000,6232,S,PEORIA,ST,3156,16,ENGLEWOOD,PD 1227,Englewood Mall,"6232 S PEORIA ST
CHICAGO, IL
(41.780452, -87.647233)"
20-17-430-029-0000,6242,S,GREEN,ST,3767,16,ENGLEWOOD,PD 1227,Englewood Mall,"6242 S GREEN ST
CHICAGO, IL
(41.780945, -87.646234)"
20-17-400-005-0000,1147,W,59TH,ST,3001,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1147 W 59TH ST
CHICAGO, IL
(41.786912, -87.654115)"
20-20-202-017-0000,6343,S,ABERDEEN,ST,3124,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6343 S ABERDEEN ST
CHICAGO, IL
(41.778378, -87.652039)"
20-21-120-011-0000,525,W,65TH,PL,2542,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"525 W 65TH PL
CHICAGO, IL
(41.775281, -87.637863)"
20-20-201-035-0000,6338,S,ABERDEEN,,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6338 S ABERDEEN
CHICAGO, IL
(41.778695, -87.652049)"
20-16-415-003-0000,6105,S,STEWART,AVE,2518,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6105 S STEWART AVE
CHICAGO, IL
(41.783257, -87.635127)"
20-21-420-010-0000,345,W,70TH,ST,3126,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"345 W 70TH ST
CHICAGO, IL
(41.767187, -87.63408)"
20-17-423-071-0000,807,W,61ST,,283,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.783385, -87.645642)"
20-20-315-028-0000,6820,S,RACINE,AVE,3102,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6820 S RACINE AVE
CHICAGO, IL
(41.769835, -87.654255)"
20-20-204-037-0000,6352,S,SANGAMON,ST,3801,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6352 S SANGAMON ST
CHICAGO, IL
(41.778166, -87.648388)"
20-20-221-018-0000,6543,S,SANGAMON,,3099,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6543 S SANGAMON
CHICAGO, IL
(41.775285, -87.648328)"
20-17-428-032-0000,6248,S,SANGAMON,ST,3115,16,ENGLEWOOD,C1-2,Englewood Mall,"6248 S SANGAMON ST
CHICAGO, IL
(41.780678, -87.648264)"
20-17-430-028-0000,6232,S,GREEN,ST,11314,16,ENGLEWOOD,PD 1227,Englewood Mall,"6232 S GREEN ST
CHICAGO, IL
(41.781052, -87.64624)"
20-17-419-010-0000,6119,S,CARPENTER,ST,3133,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6119 S CARPENTER ST
CHICAGO, IL
(41.782657, -87.650953)"
20-16-218-042-0000,5808,S,LASALLE,ST,3374,20,ENGLEWOOD,RS-3,Washington Park,"5808 S LASALLE ST
CHICAGO, IL
(41.788803, -87.629142)"
20-21-121-011-0000,6525,S,NORMAL,BLVD,3996,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6525 S NORMAL BLVD
CHICAGO, IL
(41.775379, -87.636871)"
20-21-325-009-0000,7022,S,PARNELL,AVE,2001,6,ENGLEWOOD,RT-4,67th/Wentworth,"7022 S PARNELL AVE
CHICAGO, IL
(41.766397, -87.638397)"
20-21-306-012-0000,6837,S,HALSTED,ST,3158,6,ENGLEWOOD,B1-2,67th/Wentworth,"6837 S HALSTED ST
CHICAGO, IL
(41.769525, -87.644522)"
20-21-324-026-0000,7018,S,WALLACE,ST,3107,6,ENGLEWOOD,RS-3,67th/Wentworth,"7018 S WALLACE ST
CHICAGO, IL
(41.76639, -87.640157)"
20-17-423-041-0000,6116,S,HALSTED,,1095,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6116 S HALSTED
CHICAGO, IL
(41.782952, -87.64496)"
20-17-430-022-0000,6216,S,GREEN,ST,3093,16,ENGLEWOOD,PD 1227,Englewood Mall,"6216 S GREEN ST
CHICAGO, IL
(41.780794, -87.646226)"
20-16-302-033-0000,611,W,59TH,ST,6094,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"611 W 59TH ST
CHICAGO, IL
(41.78712, -87.640591)"
20-17-207-020-0000,5538,S,HALSTED,ST,2281,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"5538 S HALSTED ST
CHICAGO, IL
(41.792805, -87.645107)"
20-28-107-034-0000,7158,S,STEWART,AVE,3364,6,ENGLEWOOD,B3-2,67th/Wentworth,"7158 S STEWART AVE
CHICAGO, IL
(41.763851, -87.634783)"
20-17-211-035-0000,5630,S,MORGAN,ST,3761,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5630 S MORGAN ST
CHICAGO, IL
(41.791498, -87.649938)"
20-17-421-012-0000,6131,S,SANGAMON,ST,3039,16,ENGLEWOOD,PD1177/C1-2,Englewood Neighborhood,"6131 S SANGAMON ST
CHICAGO, IL
(41.782383, -87.648507)"
20-21-422-002-0000,7017,S,YALE,AVE,5326,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7017 S YALE AVE
CHICAGO, IL
(41.766609, -87.631039)"
20-16-115-022-0000,5753,S,LOWE,AVE,3003,20,ENGLEWOOD,RS-3,NOT IN TIF,"5753 S LOWE AVE
CHICAGO, IL
(41.789344, -87.641391)"
20-17-431-031-0000,816,W,63RD,ST,206,16,ENGLEWOOD,PD 1227,Englewood Mall,"816 W 63RD ST
CHICAGO, IL
(41.779766, -87.645462)"
20-21-111-006-0000,6404,S,PARNELL,AVE,3752,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6404 S PARNELL AVE
CHICAGO, IL
(41.777697, -87.63869)"
20-28-208-012-0000,7243,S,STEWART,,2941,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7243 S STEWART
CHICAGO, IL
(41.762662, -87.63462)"
20-17-424-031-0000,6242,S,MAY,ST,3088,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6242 S MAY ST
CHICAGO, IL
(41.780146, -87.653316)"
20-16-201-045-0000,5653,S,SHIELDS,AVE,3004,3,ENGLEWOOD,RS-3,NOT IN TIF,"5653 S SHIELDS AVE
CHICAGO, IL
(41.791104, -87.634077)"
20-21-121-012-0000,434,W,65TH,PL,3644,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"434 W 65TH PL
CHICAGO, IL
(41.775308, -87.636269)"
20-20-223-033-0000,6554,S,HALSTED,ST,2948,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6554 S HALSTED ST
CHICAGO, IL
(41.774449, -87.64466)"
20-16-300-011-0000,5925,S,HALSTED,,5599,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5925 S HALSTED
CHICAGO, IL
(41.786295, -87.64499)"
20-29-216-005-0000,7315,S,RACINE,AVE,3113,17,ENGLEWOOD,B1-1,NOT IN TIF,"7315 S RACINE AVE
CHICAGO, IL
(41.760958, -87.654017)"
20-16-418-007-0000,254,W,62,ST,2945,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"254 W 62 ST
CHICAGO, IL
(41.781672, -87.632432)"
20-29-132-015-0000,1241,W,74TH,,3112,17,WEST ENGLEWOOD,RS-2,79th Street Corridor,"1241 W 74TH
CHICAGO, IL
(41.758668, -87.654851)"
20-16-303-022-0000,555,W,59TH,ST,11745,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"555 W 59TH ST
CHICAGO, IL
(41.787138, -87.639781)"
20-29-132-059-0000,7418,S,RACINE,AVE,3123,17,WEST ENGLEWOOD,B1-1,79th Street Corridor,"7418 S RACINE AVE
CHICAGO, IL
(41.759005, -87.653972)"
20-20-415-028-0000,6812,S,HALSTED,ST,3042,6,ENGLEWOOD,B3-2,67th/Wentworth,"6812 S HALSTED ST
CHICAGO, IL
(41.770439, -87.644556)"
20-20-214-006-0000,6417,S,PEORIA,ST,3113,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6417 S PEORIA ST
CHICAGO, IL
(41.777358, -87.647167)"
20-21-400-002-0000,6705,S,STEWART,AVE,5718,6,ENGLEWOOD,RT-4,67th/Wentworth,"6705 S STEWART AVE
CHICAGO, IL
(41.77256, -87.634861)"
20-20-202-040-0000,6321,S,ABERDEEN,ST,1937,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6321 S ABERDEEN ST
CHICAGO, IL
(41.778893, -87.652056)"
20-17-404-022-0000,5947,S,MORGAN,,1553,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5947 S MORGAN
CHICAGO, IL
(41.786001, -87.649818)"
20-21-325-012-0000,7032,S,PARNELL,AVE,6290,6,ENGLEWOOD,RT-4,67th/Wentworth,"7032 S PARNELL AVE
CHICAGO, IL
(41.766524, -87.6384)"
20-21-315-025-0000,6900,S,LOWE,AVE,1791,6,ENGLEWOOD,B3-2,67th/Wentworth,"6900 S LOWE AVE
CHICAGO, IL
(41.768908, -87.640897)"
20-21-310-031-0000,6830,S,NORMAL,BLVD,7239,6,ENGLEWOOD,RT-4,67th/Wentworth,"6830 S NORMAL BLVD
CHICAGO, IL
(41.769754, -87.637274)"
20-16-407-019-0000,328,W,60TH,PL,4131,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"328 W 60TH PL
CHICAGO, IL
(41.784502, -87.633976)"
20-17-428-033-0000,6248,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall,"6248 S SANGAMON ST
CHICAGO, IL
(41.780678, -87.648264)"
20-28-217-010-0000,7341,S,HARVARD,AVE,8465,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7341 S HARVARD AVE
CHICAGO, IL
(41.760466, -87.633339)"
20-28-217-029-0000,300,W,74TH,ST,12338,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"300 W 74TH ST
CHICAGO, IL
(41.759935, -87.632455)"
20-17-426-002-0000,6205,S,ABERDEEN,ST,3099,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6205 S ABERDEEN ST
CHICAGO, IL
(41.781187, -87.652131)"
20-16-314-005-0000,443,W,60TH,PL,4491,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"443 W 60TH PL
CHICAGO, IL
(41.784409, -87.636831)"
20-17-423-016-0000,6143,S,GREEN,ST,3168,16,ENGLEWOOD,PD 1227,Englewood Neighborhood,"6143 S GREEN ST
CHICAGO, IL
(41.782854, -87.646086)"
20-21-308-019-0000,6814,S,LOWE,AVE,8001,6,ENGLEWOOD,RT-4,67th/Wentworth,"6814 S LOWE AVE
CHICAGO, IL
(41.770097, -87.640225)"
20-17-403-016-0000,5933,S,CARPENTER,,3141,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5933 S CARPENTER
CHICAGO, IL
(41.786216, -87.651033)"
20-21-112-009-0000,6421,S,PARNELL,AVE,2500,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6421 S PARNELL AVE
CHICAGO, IL
(41.777289, -87.638677)"
20-21-110-014-0000,651,W,64TH,ST,4202,20,ENGLEWOOD,PD 74,Englewood Neighborhood,"651 W 64TH ST
CHICAGO, IL
(41.777979, -87.641448)"
20-16-204-068-0000,5522,S,LA SALLE,ST,2033,3,ENGLEWOOD,RT-4/RS-3,Washington Park,"5522 S LA SALLE ST
CHICAGO, IL
(41.793484, -87.629298)"
20-16-407-009-0000,333,W,60TH,ST,4707,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"333 W 60TH ST
CHICAGO, IL
(41.785415, -87.634212)"
20-28-301-031-0000,7546,S,UNION,AVE,5018,6,ENGLEWOOD,RS-3,NOT IN TIF,"7546 S UNION AVE
CHICAGO, IL
(41.75656, -87.641754)"
20-17-229-017-0000,5808,S,PEORIA,ST,3104,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5808 S PEORIA ST
CHICAGO, IL
(41.788373, -87.647431)"
20-20-205-019-0000,6357,S,SANGAMON,ST,6267,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6357 S SANGAMON ST
CHICAGO, IL
(41.778083, -87.648387)"
20-17-200-023-0000,5522,S,MAY,ST,3122,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5522 S MAY ST
CHICAGO, IL
(41.79323, -87.653642)"
20-16-317-035-0000,6122,S,STEWART,AVE,4810,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6122 S STEWART AVE
CHICAGO, IL
(41.782652, -87.635111)"
20-17-421-022-0000,6100,S,PEORIA,ST,6253,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6100 S PEORIA ST
CHICAGO, IL
(41.783364, -87.647296)"
20-16-315-029-0000,643,W,61ST,ST,3986,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"643 W 61ST ST
CHICAGO, IL
(41.783456, -87.641671)"
20-17-226-020-0000,5806,S,CARPENTER,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5806 S CARPENTER ST
CHICAGO, IL
(41.788432, -87.651048)"
20-16-115-027-0000,600,W,58TH,ST,21774,20,ENGLEWOOD,M1-2,NOT IN TIF,"600 W 58TH ST
CHICAGO, IL
(41.788922, -87.64049)"
20-17-213-001-0000,5601,S,SANGAMON,ST,3893,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5601 S SANGAMON ST
CHICAGO, IL
(41.79234, -87.64873)"
20-17-429-011-0000,6227,S,SANGAMON,ST,6227,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6227 S SANGAMON ST
CHICAGO, IL
(41.780958, -87.648478)"
20-21-328-031-0000,7036,S,STEWART,,3287,6,ENGLEWOOD,RT-4,67th/Wentworth,"7036 S STEWART
CHICAGO, IL
(41.766505, -87.634704)"
20-17-229-006-0000,5819,S,SANGAMON,ST,4137,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5819 S SANGAMON ST
CHICAGO, IL
(41.788221, -87.648645)"
20-20-406-025-0000,6708,S,GREEN,ST,3126,6,ENGLEWOOD,RS-3,NOT IN TIF,"6708 S GREEN ST
CHICAGO, IL
(41.772149, -87.645826)"
20-28-209-011-0000,7241,S,HARVARD,AVE,6345,6,GREATER GRAND CROSSING,RM-5,NOT IN TIF,"7241 S HARVARD AVE
CHICAGO, IL
(41.762814, -87.633382)"
20-20-416-015-0000,6951,S,RACINE,AVE,3101,6,ENGLEWOOD,B1-1,NOT IN TIF,"6951 S RACINE AVE
CHICAGO, IL
(41.767209, -87.654191)"
20-16-318-009-0000,739,W,61ST,PL,3146,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"739 W 61ST PL
CHICAGO, IL
(41.782486, -87.643723)"
20-21-314-014-0000,6939,S,EMERALD,AVE,3120,6,ENGLEWOOD,RS-3,67th/Wentworth,"6939 S EMERALD AVE
CHICAGO, IL
(41.767697, -87.643232)"
20-28-123-008-0000,7429,S,PARNELL,AVE,6671,6,ENGLEWOOD,RS-3,NOT IN TIF,"7429 S PARNELL AVE
CHICAGO, IL
(41.75932, -87.63849)"
20-17-212-017-0000,5645,S,MORGAN,ST,3450,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5645 S MORGAN ST
CHICAGO, IL
(41.791092, -87.649926)"
20-29-215-040-0000,7252,S,HALSTED,ST,3000,6,ENGLEWOOD,B1-2,67th/Wentworth,"7252 S HALSTED ST
CHICAGO, IL
(41.761871, -87.64434)"
20-29-203-023-0000,7112,S,MORGAN,ST,3129,6,ENGLEWOOD,RS-3,NOT IN TIF,"7112 S MORGAN ST
CHICAGO, IL
(41.76462, -87.649255)"
20-21-125-015-0000,6602,S,LOWE,AVE,2220,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6602 S LOWE AVE
CHICAGO, IL
(41.774179, -87.640711)"
20-16-409-008-0000,339,W,60TH,PL,4072,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"339 W 60TH PL
CHICAGO, IL
(41.784498, -87.634254)"
20-17-225-031-0000,1100,W,59TH,ST,3123,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1100 W 59TH ST
CHICAGO, IL
(41.786937, -87.652425)"
20-16-415-005-0000,6109,S,STEWART,AVE,5051,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6109 S STEWART AVE
CHICAGO, IL
(41.782955, -87.635119)"
20-17-229-014-0000,5800,S,PEORIA,ST,3523,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5800 S PEORIA ST
CHICAGO, IL
(41.78867, -87.647446)"
20-17-408-034-0000,6036,S,MAY,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6036 S MAY ST
CHICAGO, IL
(41.783991, -87.653421)"
20-16-101-045-0000,5528,S,UNION,AVE,5660,20,ENGLEWOOD,RS-3,NOT IN TIF,"5528 S UNION AVE
CHICAGO, IL
(41.793575, -87.6427)"
20-16-213-012-0000,5729,S,LA SALLE,ST,3465,20,ENGLEWOOD,RS-3,Washington Park,"5729 S LA SALLE ST
CHICAGO, IL
(41.790073, -87.629188)"
20-16-309-009-0000,637,W,60TH,ST,4397,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"637 W 60TH ST
CHICAGO, IL
(41.784652, -87.641519)"
20-20-202-032-0000,6338,S,CARPENTER,ST,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6338 S CARPENTER ST
CHICAGO, IL
(41.778463, -87.650833)"
20-16-301-051-0000,5960,S,LOWE,AVE,3126,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5960 S LOWE AVE
CHICAGO, IL
(41.785307, -87.641246)"
20-17-225-026-0000,1114,W,59TH,ST,3147,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1114 W 59TH ST
CHICAGO, IL
(41.786929, -87.652949)"
20-16-309-041-0000,612,W,61ST,ST,3752,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"612 W 61ST ST
CHICAGO, IL
(41.783476, -87.640564)"
20-17-229-027-0000,5842,S,PEORIA,ST,3104,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5842 S PEORIA ST
CHICAGO, IL
(41.787467, -87.647399)"
20-21-412-010-0000,6931,S,HARVARD,AVE,1686,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"6931 S HARVARD AVE
CHICAGO, IL
(41.768038, -87.633518)"
20-17-423-052-0000,806,W,61ST,,632,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 61ST
CHICAGO, IL
(41.783385, -87.645653)"
20-20-217-036-0000,6534,S,ABERDEEN,,3111,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6534 S ABERDEEN
CHICAGO, IL
(41.775382, -87.651961)"
20-20-204-038-0000,6354,S,SANGAMON,ST,6221,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6354 S SANGAMON ST
CHICAGO, IL
(41.7781, -87.648387)"
20-17-423-066-0000,807,W,61ST,,856,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.783385, -87.645642)"
20-21-204-035-0000,340,W,65TH,ST,3090,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"340 W 65TH ST
CHICAGO, IL
(41.776526, -87.633677)"
20-21-105-041-0000,6359,S,PARNELL,AVE,2345,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6359 S PARNELL AVE
CHICAGO, IL
(41.778543, -87.638713)"
20-16-412-037-0000,6005,S,LA SALLE,ST,6272,20,ENGLEWOOD,RS-3,Washington Park,"6005 S LA SALLE ST
CHICAGO, IL
(41.785317, -87.629027)"
20-17-231-023-0000,5840,S,HALSTED,ST,18690,16,ENGLEWOOD,M1-2/M1-1,Englewood Neighborhood,"5840 S HALSTED ST
CHICAGO, IL
(41.787685, -87.645033)"
20-20-208-047-0000,6450,S,MAY,ST,3077,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6450 S MAY ST
CHICAGO, IL
(41.776252, -87.653218)"
20-20-214-024-0000,6428,S,GREEN,ST,4353,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6428 S GREEN ST
CHICAGO, IL
(41.777001, -87.645949)"
20-21-301-016-0000,6755,S,EMERALD,AVE,7185,6,ENGLEWOOD,RT-4,67th/Wentworth,"6755 S EMERALD AVE
CHICAGO, IL
(41.770845, -87.643237)"
20-28-223-012-0000,7437,S,STEWART,AVE,3348,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7437 S STEWART AVE
CHICAGO, IL
(41.758815, -87.634514)"
20-20-231-028-0000,6628,S,HALSTED,ST,3132,6,ENGLEWOOD,B3-2,Englewood Neighborhood,"6628 S HALSTED ST
CHICAGO, IL
(41.773347, -87.644627)"
20-20-431-001-0000,815,W,70TH,ST,6144,6,ENGLEWOOD,RT-4,67th/Wentworth,"815 W 70TH ST
CHICAGO, IL
(41.767004, -87.645245)"
20-16-115-018-0000,5745,S,LOWE,AVE,3128,20,ENGLEWOOD,RS-3,NOT IN TIF,"5745 S LOWE AVE
CHICAGO, IL
(41.789431, -87.641392)"
20-16-315-039-0000,609,W,61ST,ST,6250,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"609 W 61ST ST
CHICAGO, IL
(41.783478, -87.640472)"
20-29-202-027-0000,7110,S,CARPENTER,ST,3103,6,ENGLEWOOD,RS-3,NOT IN TIF,"7110 S CARPENTER ST
CHICAGO, IL
(41.764722, -87.650471)"
20-17-207-015-0000,5526,S,HALSTED,ST,3002,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"5526 S HALSTED ST
CHICAGO, IL
(41.793089, -87.645119)"
